OrderID;Date;ProductCategory;Price;Quantity;Date_raw;TotalSale
447;2022-03-10;jardin;9.0;2.0;10/03/2022;18.0
448;2022-05-30;jardin;50.0;3.0;30/05/2022;150.0
449;;camping;10.0;2.0;19-ene-22;20.0
450;2022-04-28;camping;7.0;1.0;28/04/2022;7.0
451;2022-05-20;camping;49.0;5.0;20/05/2022;245.0
452;;camping;19.0;5.0;29-abr-22;95.0
453;2022-03-02;vestimenta;24.0;2.0;02/03/2022;48.0
454;2022-02-13;vestimenta;43.0;1.0;13/02/2022;43.0
455;;vestimenta;14.0;3.0;19-abr-22;42.0
456;2022-04-11;vestimenta;24.0;4.0;11/04/2022;96.0
457;2022-02-26;electronica;16.0;2.0;26/02/2022;32.0
458;;electronica;38.0;5.0;10-abr-22;190.0
459;2022-04-27;electronica;25.0;3.0;27/04/2022;75.0
460;2022-04-23;electronica;31.0;4.0;23/04/2022;124.0
461;2022-06-01;alimento;4.0;3.0;01-jun-22;12.0
462;2022-04-01;alimento;33.0;3.0;01/04/2022;99.0
463;2022-03-26;alimento;9.0;4.0;26/03/2022;36.0
464;2022-05-17;alimento;8.0;5.0;17-may-22;40.0
465;2022-04-12;alimento;2.0;3.0;12/04/2022;6.0
466;2022-02-03;hogar;2.0;5.0;03/02/2022;10.0
467;;hogar;15.0;3.0;02-abr-22;45.0
468;2022-04-17;hogar;50.0;2.0;17/04/2022;100.0
469;2022-01-28;jardin;23.0;5.0;28/01/2022;115.0
470;;jardin;39.0;3.0;11-ene-22;117.0
471;2022-01-21;jardin;7.0;2.0;21/01/2022;14.0
472;2022-03-01;jardin;46.0;3.0;01/03/2022;138.0
473;2022-03-24;camping;8.0;3.0;24-mar-22;24.0
474;2022-02-22;camping;5.0;1.0;22/02/2022;5.0
475;2022-03-11;camping;32.0;1.0;11/03/2022;32.0
476;2022-02-10;camping;23.0;3.0;10-feb-22;69.0
477;2022-05-03;vestimenta;28.0;3.0;03/05/2022;84.0
478;2022-04-13;vestimenta;22.0;5.0;13/04/2022;110.0
479;2022-03-27;vestimenta;18.0;1.0;27-mar-22;18.0
480;2022-05-28;vestimenta;19.0;1.0;28/05/2022;19.0
481;2022-03-16;electronica;4.0;1.0;16/03/2022;4.0
482;;electronica;13.0;2.0;14-ene-22;26.0
483;2022-04-28;electronica;19.0;2.0;28/04/2022;38.0
484;2022-04-16;electronica;8.0;3.0;16/04/2022;24.0
485;2022-03-02;alimento;22.0;1.0;02-mar-22;22.0
486;2022-01-18;alimento;50.0;5.0;18/01/2022;250.0
487;2022-02-23;alimento;38.0;2.0;23/02/2022;76.0
488;2022-03-17;alimento;41.0;1.0;17-mar-22;41.0
489;2022-04-07;alimento;49.0;4.0;07/04/2022;196.0
490;2022-02-28;hogar;15.0;2.0;28/02/2022;30.0
491;2022-02-27;hogar;16.0;1.0;27-feb-22;16.0
492;2022-05-06;hogar;4.0;1.0;06/05/2022;4.0
493;2022-05-27;jardin;22.0;2.0;27/05/2022;44.0
494;2022-05-06;jardin;5.0;4.0;06-may-22;20.0
495;2022-02-05;jardin;46.0;5.0;05/02/2022;230.0
496;2022-05-21;jardin;26.0;3.0;21/05/2022;78.0
497;2022-02-13;camping;21.0;5.0;13-feb-22;105.0
498;2022-03-05;camping;6.0;5.0;05/03/2022;30.0
499;2022-05-26;camping;51.0;5.0;26/05/2022;255.0
500;2022-05-08;camping;27.0;1.0;08-may-22;27.0
501;2022-05-25;vestimenta;48.0;2.0;25/05/2022;96.0
502;2022-03-27;vestimenta;13.0;5.0;27/03/2022;65.0
503;2022-03-03;vestimenta;39.0;3.0;03-mar-22;117.0
504;2022-03-26;vestimenta;21.0;2.0;26/03/2022;42.0
505;2022-03-03;electronica;26.0;3.0;03/03/2022;78.0
506;;electronica;27.0;2.0;25-ene-22;54.0
507;2022-04-18;electronica;8.0;5.0;18/04/2022;40.0
508;2022-01-10;electronica;7.0;4.0;10/01/2022;28.0
509;2022-02-14;alimento;13.0;2.0;14-feb-22;26.0
510;2022-02-22;alimento;29.0;3.0;22/02/2022;87.0
511;2022-05-06;alimento;43.0;3.0;06/05/2022;129.0
512;;alimento;8.0;5.0;01-abr-22;40.0
513;2022-03-08;alimento;42.0;5.0;08/03/2022;210.0
514;2022-06-03;hogar;28.0;5.0;03/06/2022;140.0
515;;hogar;26.0;3.0;04-ene-22;78.0
516;2022-03-05;hogar;8.0;1.0;05/03/2022;8.0
517;2022-02-13;jardin;11.0;1.0;13/02/2022;11.0
518;2022-05-26;jardin;32.0;4.0;26-may-22;128.0
519;2022-05-09;jardin;9.0;2.0;09/05/2022;18.0
520;2022-05-08;jardin;51.0;1.0;08/05/2022;51.0
521;;camping;21.0;1.0;17-abr-22;21.0
522;2022-01-28;camping;8.0;5.0;28/01/2022;40.0
523;2022-03-06;camping;29.0;1.0;06/03/2022;29.0
524;2022-03-06;camping;13.0;5.0;06-mar-22;65.0
525;2022-02-07;vestimenta;50.0;2.0;07/02/2022;100.0
526;2022-05-09;vestimenta;35.0;1.0;09/05/2022;35.0
527;;vestimenta;2.0;5.0;15-abr-22;10.0
528;2022-03-27;vestimenta;24.0;3.0;27/03/2022;72.0
529;2022-02-02;electronica;2.0;1.0;02/02/2022;2.0
530;;electronica;12.0;4.0;12-ene-22;48.0
531;2022-01-17;electronica;39.0;2.0;17/01/2022;78.0
532;2022-05-08;electronica;8.0;2.0;08/05/2022;16.0
533;;alimento;20.0;4.0;04-ene-22;80.0
534;2022-02-16;alimento;6.0;3.0;16/02/2022;18.0
535;2022-01-31;alimento;33.0;5.0;31/01/2022;165.0
536;2022-03-28;alimento;35.0;2.0;28-mar-22;70.0
537;2022-02-06;alimento;28.0;5.0;06/02/2022;140.0
538;2022-02-23;hogar;35.0;4.0;23/02/2022;140.0
539;;hogar;30.0;4.0;15-ene-22;120.0
540;2022-02-18;hogar;25.0;3.0;18/02/2022;75.0
541;2022-01-24;jardin;6.0;2.0;24/01/2022;12.0
542;2022-02-27;jardin;41.0;5.0;27-feb-22;205.0
543;2022-01-04;jardin;43.0;5.0;04/01/2022;215.0
544;2022-03-23;jardin;40.0;1.0;23/03/2022;40.0
545;2022-02-26;camping;23.0;4.0;26-feb-22;92.0
546;2022-03-02;camping;4.0;2.0;02/03/2022;8.0
547;2022-05-11;camping;29.0;4.0;11/05/2022;116.0
548;2022-03-20;camping;33.0;4.0;20-mar-22;132.0
549;2022-04-03;vestimenta;9.0;2.0;03/04/2022;18.0
550;2022-05-14;vestimenta;23.0;4.0;14/05/2022;92.0
551;2022-06-04;vestimenta;47.0;5.0;04-jun-22;235.0
552;2022-03-15;vestimenta;8.0;3.0;15/03/2022;24.0
553;2022-06-04;electronica;17.0;3.0;04/06/2022;51.0
554;2022-03-04;electronica;37.0;5.0;04-mar-22;185.0
555;2022-04-15;electronica;19.0;5.0;15/04/2022;95.0
556;2022-05-11;electronica;12.0;4.0;11/05/2022;48.0
557;2022-02-07;alimento;4.0;4.0;07-feb-22;16.0
558;2022-05-12;alimento;49.0;3.0;12/05/2022;147.0
559;2022-04-12;alimento;48.0;3.0;12/04/2022;144.0
560;2022-03-07;alimento;37.0;1.0;07-mar-22;37.0
561;2022-03-11;alimento;34.0;3.0;11/03/2022;102.0
562;2022-01-26;hogar;13.0;3.0;26/01/2022;39.0
563;2022-03-05;hogar;13.0;2.0;05-mar-22;26.0
564;2022-01-24;hogar;20.0;4.0;24/01/2022;80.0
565;2022-01-10;jardin;27.0;5.0;10/01/2022;135.0
566;2022-03-09;jardin;12.0;1.0;09-mar-22;12.0
567;2022-01-27;jardin;8.0;5.0;27/01/2022;40.0
568;2022-04-10;jardin;50.0;3.0;10/04/2022;150.0
569;2022-02-26;camping;43.0;1.0;26-feb-22;43.0
570;2022-03-12;camping;22.0;5.0;12/03/2022;110.0
571;2022-04-03;camping;33.0;5.0;03/04/2022;165.0
572;2022-02-20;camping;48.0;2.0;20-feb-22;96.0
573;2022-05-24;vestimenta;23.0;5.0;24/05/2022;115.0
574;2022-01-01;vestimenta;36.0;3.0;01/01/2022;108.0
575;2022-03-16;vestimenta;44.0;2.0;16-mar-22;88.0
576;2022-01-12;vestimenta;37.0;5.0;12/01/2022;185.0
577;2022-04-29;electronica;5.0;3.0;29/04/2022;15.0
578;2022-02-27;electronica;14.0;1.0;27-feb-22;14.0
579;2022-01-01;electronica;35.0;2.0;01/01/2022;70.0
580;2022-01-13;electronica;25.0;1.0;13/01/2022;25.0
581;;alimento;3.0;4.0;24-abr-22;12.0
582;2022-04-27;alimento;2.0;4.0;27/04/2022;8.0
583;2022-01-19;alimento;10.0;3.0;19/01/2022;30.0
584;;alimento;40.0;5.0;29-ene-22;200.0
585;2022-02-28;alimento;41.0;1.0;28/02/2022;41.0
586;2022-01-26;hogar;21.0;3.0;26/01/2022;63.0
587;;hogar;49.0;4.0;06-abr-22;196.0
588;2022-05-26;hogar;4.0;4.0;26/05/2022;16.0
589;2022-05-27;jardin;9.0;4.0;27/05/2022;36.0
590;2022-03-02;jardin;17.0;3.0;02-mar-22;51.0
591;2022-05-17;jardin;51.0;1.0;17/05/2022;51.0
592;2022-03-22;jardin;36.0;1.0;22/03/2022;36.0
593;;camping;14.0;4.0;28-abr-22;56.0
594;2022-02-11;camping;43.0;2.0;11/02/2022;86.0
595;2022-01-08;camping;38.0;4.0;08/01/2022;152.0
596;2022-03-18;camping;48.0;3.0;18-mar-22;144.0
597;2022-03-04;vestimenta;41.0;1.0;04/03/2022;41.0
598;2022-05-10;vestimenta;24.0;2.0;10/05/2022;48.0
599;;vestimenta;30.0;2.0;12-ene-22;60.0
600;2022-03-23;vestimenta;12.0;5.0;23/03/2022;60.0
601;2022-02-05;electronica;42.0;4.0;05/02/2022;168.0
602;;electronica;40.0;4.0;16-ene-22;160.0
603;2022-04-01;electronica;8.0;5.0;01/04/2022;40.0
604;2022-03-23;electronica;38.0;3.0;23/03/2022;114.0
605;;alimento;27.0;4.0;05-ene-22;108.0
606;2022-05-30;alimento;24.0;5.0;30/05/2022;120.0
607;2022-01-22;alimento;29.0;3.0;22/01/2022;87.0
608;2022-05-09;alimento;7.0;5.0;09-may-22;35.0
609;2022-03-29;alimento;31.0;1.0;29/03/2022;31.0
610;2022-03-10;hogar;40.0;1.0;10/03/2022;40.0
611;2022-03-25;hogar;5.0;3.0;25-mar-22;15.0
612;2022-04-01;hogar;35.0;5.0;01/04/2022;175.0
613;2022-03-24;jardin;24.0;3.0;24/03/2022;72.0
614;;jardin;45.0;3.0;15-ene-22;135.0
615;2022-01-12;jardin;25.0;5.0;12/01/2022;125.0
616;2022-05-30;jardin;42.0;3.0;30/05/2022;126.0
617;2022-02-13;camping;9.0;5.0;13-feb-22;45.0
618;2022-04-19;camping;18.0;3.0;19/04/2022;54.0
619;2022-05-09;camping;34.0;5.0;09/05/2022;170.0
620;;camping;16.0;2.0;25-abr-22;32.0
621;2022-03-25;vestimenta;9.0;1.0;25/03/2022;9.0
622;2022-01-28;vestimenta;38.0;5.0;28/01/2022;190.0
623;2022-02-02;vestimenta;11.0;5.0;02-feb-22;55.0
624;2022-01-17;vestimenta;14.0;3.0;17/01/2022;42.0
625;2022-04-08;electronica;34.0;4.0;08/04/2022;136.0
626;2022-05-10;electronica;13.0;5.0;10-may-22;65.0
627;2022-05-23;electronica;4.0;1.0;23/05/2022;4.0
628;2022-04-22;electronica;39.0;5.0;22/04/2022;195.0
629;;alimento;50.0;3.0;27-ene-22;150.0
630;2022-03-24;alimento;24.0;3.0;24/03/2022;72.0
631;2022-05-23;alimento;24.0;3.0;23/05/2022;72.0
632;2022-02-02;alimento;37.0;3.0;02-feb-22;111.0
633;2022-03-08;alimento;42.0;3.0;08/03/2022;126.0
634;2022-04-25;hogar;20.0;4.0;25/04/2022;80.0
635;;hogar;23.0;3.0;12-abr-22;69.0
636;2022-03-26;hogar;16.0;1.0;26/03/2022;16.0
637;2022-05-23;jardin;12.0;5.0;23/05/2022;60.0
638;;jardin;12.0;2.0;01-ene-22;24.0
639;2022-01-14;jardin;17.0;1.0;14/01/2022;17.0
640;2022-02-28;jardin;30.0;3.0;28/02/2022;90.0
641;;camping;32.0;1.0;07-abr-22;32.0
642;2022-01-11;camping;39.0;5.0;11/01/2022;195.0
643;2022-03-18;camping;16.0;3.0;18/03/2022;48.0
644;2022-02-09;camping;19.0;4.0;09-feb-22;76.0
645;2022-05-21;vestimenta;6.0;5.0;21/05/2022;30.0
646;2022-04-15;vestimenta;42.0;1.0;15/04/2022;42.0
647;2022-02-23;vestimenta;25.0;4.0;23-feb-22;100.0
648;2022-05-15;vestimenta;19.0;2.0;15/05/2022;38.0
649;2022-03-03;electronica;36.0;5.0;03/03/2022;180.0
650;2022-02-12;electronica;22.0;2.0;12-feb-22;44.0
651;2022-01-26;electronica;48.0;4.0;26/01/2022;192.0
652;2022-01-26;electronica;48.0;4.0;26/01/2022;192.0
653;2022-02-28;alimento;29.0;1.0;28-feb-22;29.0
654;2022-01-18;alimento;49.0;1.0;18/01/2022;49.0
655;2022-02-07;alimento;30.0;5.0;07/02/2022;150.0
656;;alimento;21.0;5.0;24-ene-22;105.0
657;2022-03-05;alimento;38.0;5.0;05/03/2022;190.0
658;2022-03-04;hogar;29.0;3.0;04/03/2022;87.0
659;;hogar;4.0;2.0;09-ene-22;8.0
660;2022-04-05;hogar;7.0;5.0;05/04/2022;35.0
661;2022-01-04;jardin;18.0;2.0;04/01/2022;36.0
662;;jardin;18.0;4.0;08-ene-22;72.0
663;2022-01-26;jardin;46.0;1.0;26/01/2022;46.0
664;2022-05-03;jardin;48.0;2.0;03/05/2022;96.0
665;2022-05-10;camping;23.0;2.0;10-may-22;46.0
666;2022-02-08;camping;39.0;5.0;08/02/2022;195.0
667;2022-01-19;camping;48.0;1.0;19/01/2022;48.0
668;2022-05-15;camping;22.0;2.0;15-may-22;44.0
669;2022-01-29;vestimenta;31.0;1.0;29/01/2022;31.0
670;2022-02-02;vestimenta;37.0;4.0;02/02/2022;148.0
671;2022-05-19;vestimenta;7.0;3.0;19-may-22;21.0
672;2022-05-16;vestimenta;42.0;3.0;16/05/2022;126.0
673;2022-05-31;electronica;19.0;5.0;31/05/2022;95.0
674;2022-03-22;electronica;31.0;4.0;22-mar-22;124.0
675;2022-05-24;electronica;25.0;4.0;24/05/2022;100.0
676;2022-05-22;electronica;40.0;3.0;22/05/2022;120.0
677;2022-03-13;alimento;44.0;1.0;13-mar-22;44.0
678;2022-02-20;alimento;29.0;3.0;20/02/2022;87.0
679;2022-03-25;alimento;38.0;3.0;25/03/2022;114.0
680;2022-03-11;alimento;30.0;5.0;11-mar-22;150.0
681;2022-01-02;alimento;47.0;5.0;02/01/2022;235.0
682;2022-06-04;hogar;33.0;4.0;04/06/2022;132.0
683;2022-03-15;hogar;48.0;2.0;15-mar-22;96.0
684;2022-04-26;hogar;15.0;5.0;26/04/2022;75.0
685;2022-02-23;jardin;12.0;2.0;23/02/2022;24.0
686;;jardin;5.0;4.0;26-abr-22;20.0
687;2022-04-22;jardin;33.0;2.0;22/04/2022;66.0
688;2022-04-17;jardin;11.0;3.0;17/04/2022;33.0
689;2022-03-28;camping;43.0;5.0;28-mar-22;215.0
690;2022-04-21;camping;4.0;3.0;21/04/2022;12.0
691;2022-03-24;camping;10.0;1.0;24/03/2022;10.0
692;2022-02-16;camping;24.0;1.0;16-feb-22;24.0
693;2022-02-16;vestimenta;39.0;2.0;16/02/2022;78.0
694;2022-03-22;vestimenta;35.0;2.0;22/03/2022;70.0
695;;vestimenta;5.0;1.0;13-ene-22;5.0
696;2022-03-08;vestimenta;27.0;5.0;08/03/2022;135.0
697;2022-03-25;electronica;27.0;2.0;25/03/2022;54.0
698;2022-02-28;electronica;28.0;1.0;28-feb-22;28.0
699;2022-05-10;electronica;47.0;5.0;10/05/2022;235.0
700;2022-01-10;electronica;32.0;5.0;10/01/2022;160.0
701;;alimento;31.0;3.0;21-ene-22;93.0
702;2022-03-05;alimento;5.0;4.0;05/03/2022;20.0
703;2022-01-13;alimento;15.0;1.0;13/01/2022;15.0
704;2022-03-28;alimento;4.0;3.0;28-mar-22;12.0
705;2022-02-27;alimento;8.0;3.0;27/02/2022;24.0
706;2022-04-24;hogar;43.0;3.0;24/04/2022;129.0
707;2022-05-18;hogar;24.0;4.0;18-may-22;96.0
708;2022-03-12;hogar;26.0;2.0;12/03/2022;52.0
709;2022-04-28;jardin;14.0;1.0;28/04/2022;14.0
710;;jardin;43.0;1.0;30-abr-22;43.0
711;2022-03-24;jardin;33.0;5.0;24/03/2022;165.0
712;2022-01-19;jardin;27.0;3.0;19/01/2022;81.0
713;2022-02-24;camping;46.0;5.0;24-feb-22;230.0
714;2022-03-31;camping;28.0;1.0;31/03/2022;28.0
715;2022-01-04;camping;27.0;3.0;04/01/2022;81.0
716;;camping;3.0;3.0;18-ene-22;9.0
717;2022-03-31;vestimenta;47.0;3.0;31/03/2022;141.0
718;2022-01-01;vestimenta;12.0;1.0;01/01/2022;12.0
719;2022-03-14;vestimenta;39.0;2.0;14-mar-22;78.0
720;2022-04-24;vestimenta;37.0;4.0;24/04/2022;148.0
721;2022-05-08;electronica;17.0;4.0;08/05/2022;68.0
722;2022-05-18;electronica;18.0;5.0;18-may-22;90.0
723;2022-03-23;electronica;7.0;3.0;23/03/2022;21.0
724;2022-04-30;electronica;50.0;3.0;30/04/2022;150.0
725;;alimento;38.0;2.0;02-abr-22;76.0
726;2022-04-19;alimento;11.0;3.0;19/04/2022;33.0
727;2022-04-09;alimento;50.0;2.0;09/04/2022;100.0
728;2022-02-20;alimento;41.0;1.0;20-feb-22;41.0
729;2022-02-01;alimento;42.0;3.0;01/02/2022;126.0
730;2022-04-23;hogar;14.0;3.0;23/04/2022;42.0
731;2022-02-11;hogar;32.0;5.0;11-feb-22;160.0
732;2022-03-26;hogar;12.0;1.0;26/03/2022;12.0
733;2022-05-07;jardin;16.0;2.0;07/05/2022;32.0
734;;jardin;12.0;5.0;03-ene-22;60.0
735;2022-01-13;jardin;21.0;5.0;13/01/2022;105.0
736;2022-02-07;jardin;39.0;4.0;07/02/2022;156.0
737;;camping;30.0;2.0;02-ene-22;60.0
738;2022-06-05;camping;44.0;3.0;05/06/2022;132.0
739;2022-05-02;camping;24.0;2.0;02/05/2022;48.0
740;;camping;17.0;2.0;16-abr-22;34.0
741;2022-03-07;vestimenta;10.0;5.0;07/03/2022;50.0
742;2022-03-16;vestimenta;49.0;5.0;16/03/2022;245.0
743;2022-02-28;vestimenta;36.0;4.0;28-feb-22;144.0
744;2022-01-19;vestimenta;44.0;3.0;19/01/2022;132.0
745;2022-01-09;electronica;19.0;5.0;09/01/2022;95.0
746;2022-03-18;electronica;23.0;3.0;18-mar-22;69.0
747;2022-02-18;electronica;35.0;3.0;18/02/2022;105.0
748;2022-02-07;electronica;3.0;5.0;07/02/2022;15.0
749;;alimento;34.0;2.0;16-abr-22;68.0
750;2022-03-30;alimento;17.0;3.0;30/03/2022;51.0
751;2022-05-11;alimento;39.0;5.0;11/05/2022;195.0
752;;alimento;7.0;5.0;13-abr-22;35.0
753;2022-03-06;alimento;34.0;3.0;06/03/2022;102.0
754;2022-04-04;hogar;34.0;5.0;04/04/2022;170.0
755;;hogar;3.0;3.0;03-abr-22;9.0
756;2022-02-05;hogar;43.0;4.0;05/02/2022;172.0
757;2022-02-10;jardin;16.0;2.0;10/02/2022;32.0
758;2022-02-04;jardin;40.0;2.0;04-feb-22;80.0
759;2022-03-17;jardin;37.0;5.0;17/03/2022;185.0
760;2022-01-21;jardin;41.0;1.0;21/01/2022;41.0
761;;camping;21.0;3.0;03-abr-22;63.0
762;2022-03-07;camping;3.0;1.0;07/03/2022;3.0
763;2022-02-05;camping;7.0;5.0;05/02/2022;35.0
764;2022-02-10;camping;6.0;5.0;10-feb-22;30.0
765;2022-05-15;vestimenta;39.0;2.0;15/05/2022;78.0
766;2022-02-14;vestimenta;29.0;5.0;14/02/2022;145.0
767;2022-02-20;vestimenta;11.0;3.0;20-feb-22;33.0
768;2022-05-06;vestimenta;20.0;4.0;06/05/2022;80.0
769;2022-02-04;electronica;31.0;3.0;04/02/2022;93.0
770;;electronica;44.0;3.0;12-ene-22;132.0
771;2022-03-20;electronica;35.0;4.0;20/03/2022;140.0
772;2022-06-04;electronica;12.0;2.0;04/06/2022;24.0
773;;alimento;7.0;5.0;08-ene-22;35.0
774;2022-03-07;alimento;39.0;1.0;07/03/2022;39.0
775;2022-04-14;alimento;42.0;2.0;14/04/2022;84.0
776;2022-05-11;alimento;4.0;2.0;11-may-22;8.0
777;2022-01-12;alimento;3.0;3.0;12/01/2022;9.0
778;2022-03-09;hogar;30.0;5.0;09/03/2022;150.0
779;2022-02-19;hogar;11.0;4.0;19-feb-22;44.0
780;2022-01-31;hogar;26.0;4.0;31/01/2022;104.0
781;2022-06-03;jardin;45.0;2.0;03/06/2022;90.0
782;2022-03-17;jardin;37.0;2.0;17-mar-22;74.0
783;2022-04-16;jardin;34.0;1.0;16/04/2022;34.0
784;2022-02-22;jardin;39.0;5.0;22/02/2022;195.0
785;;camping;14.0;1.0;01-ene-22;14.0
786;2022-01-20;camping;6.0;4.0;20/01/2022;24.0
787;2022-03-05;camping;43.0;5.0;05/03/2022;215.0
788;;camping;8.0;3.0;11-abr-22;24.0
789;2022-01-22;vestimenta;25.0;4.0;22/01/2022;100.0
790;2022-03-05;vestimenta;27.0;1.0;05/03/2022;27.0
791;;vestimenta;39.0;2.0;06-abr-22;78.0
792;2022-04-11;vestimenta;50.0;1.0;11/04/2022;50.0
793;2022-01-06;electronica;12.0;5.0;06/01/2022;60.0
794;2022-05-10;electronica;36.0;4.0;10-may-22;144.0
795;2022-03-15;electronica;50.0;1.0;15/03/2022;50.0
796;2022-01-07;electronica;26.0;1.0;07/01/2022;26.0
797;2022-03-05;alimento;24.0;2.0;05-mar-22;48.0
798;2022-01-26;alimento;24.0;3.0;26/01/2022;72.0
799;2022-04-05;alimento;17.0;4.0;05/04/2022;68.0
800;;alimento;17.0;2.0;30-abr-22;34.0
801;2022-03-11;alimento;43.0;4.0;11/03/2022;172.0
802;2022-06-02;hogar;26.0;4.0;02/06/2022;104.0
803;2022-02-28;hogar;42.0;2.0;28-feb-22;84.0
804;2022-05-30;hogar;46.0;4.0;30/05/2022;184.0
805;2022-02-12;jardin;42.0;4.0;12/02/2022;168.0
806;;jardin;9.0;2.0;18-ene-22;18.0
807;2022-03-22;jardin;5.0;5.0;22/03/2022;25.0
808;2022-04-07;jardin;31.0;3.0;07/04/2022;93.0
809;2022-03-28;camping;23.0;5.0;28-mar-22;115.0
810;2022-05-15;camping;3.0;1.0;15/05/2022;3.0
811;2022-01-12;camping;23.0;1.0;12/01/2022;23.0
812;;camping;42.0;3.0;29-abr-22;126.0
813;2022-02-10;vestimenta;39.0;2.0;10/02/2022;78.0
814;2022-04-04;vestimenta;27.0;4.0;04/04/2022;108.0
815;2022-05-13;vestimenta;19.0;1.0;13-may-22;19.0
816;2022-03-25;vestimenta;25.0;5.0;25/03/2022;125.0
817;2022-04-10;electronica;42.0;2.0;10/04/2022;84.0
818;2022-05-11;electronica;31.0;4.0;11-may-22;124.0
819;2022-01-14;electronica;10.0;4.0;14/01/2022;40.0
820;2022-02-10;electronica;21.0;5.0;10/02/2022;105.0
821;;alimento;37.0;5.0;20-abr-22;185.0
822;2022-01-23;alimento;41.0;3.0;23/01/2022;123.0
823;2022-01-26;alimento;3.0;4.0;26/01/2022;12.0
824;;alimento;30.0;1.0;18-ene-22;30.0
825;2022-01-10;alimento;13.0;3.0;10/01/2022;39.0
826;2022-03-10;hogar;47.0;2.0;10/03/2022;94.0
827;;hogar;47.0;1.0;09-ene-22;47.0
828;2022-03-19;hogar;4.0;5.0;19/03/2022;20.0
829;2022-02-27;jardin;18.0;5.0;27/02/2022;90.0
830;2022-06-05;jardin;21.0;3.0;05-jun-22;63.0
831;2022-04-27;jardin;32.0;1.0;27/04/2022;32.0
832;2022-05-22;jardin;50.0;4.0;22/05/2022;200.0
833;2022-05-28;camping;17.0;3.0;28-may-22;51.0
834;2022-04-19;camping;23.0;4.0;19/04/2022;92.0
835;2022-05-14;camping;46.0;2.0;14/05/2022;92.0
836;;camping;43.0;4.0;01-ene-22;172.0
837;2022-03-11;vestimenta;25.0;1.0;11/03/2022;25.0
838;2022-01-11;vestimenta;12.0;1.0;11/01/2022;12.0
839;;vestimenta;43.0;5.0;31-ene-22;215.0
840;2022-01-07;vestimenta;14.0;2.0;07/01/2022;28.0
841;2022-02-02;electronica;13.0;3.0;02/02/2022;39.0
842;;electronica;14.0;1.0;26-ene-22;14.0
843;2022-01-09;electronica;40.0;3.0;09/01/2022;120.0
844;2022-03-01;electronica;26.0;2.0;01/03/2022;52.0
845;;alimento;14.0;4.0;19-abr-22;56.0
846;2022-05-09;alimento;6.0;5.0;09/05/2022;30.0
847;2022-06-06;alimento;35.0;4.0;06/06/2022;140.0
848;2022-02-27;alimento;6.0;5.0;27-feb-22;30.0
849;2022-01-01;alimento;27.0;5.0;01/01/2022;135.0
850;2022-01-31;hogar;38.0;4.0;31/01/2022;152.0
851;;hogar;28.0;5.0;04-ene-22;140.0
852;2022-01-06;hogar;15.0;4.0;06/01/2022;60.0
853;2022-02-12;jardin;44.0;2.0;12/02/2022;88.0
854;2022-03-04;jardin;7.0;4.0;04-mar-22;28.0
855;2022-01-05;jardin;12.0;3.0;05/01/2022;36.0
856;2022-04-27;jardin;32.0;1.0;27/04/2022;32.0
857;2022-03-10;camping;21.0;3.0;10-mar-22;63.0
858;2022-05-09;camping;42.0;4.0;09/05/2022;168.0
859;2022-05-26;camping;30.0;5.0;26/05/2022;150.0
860;2022-03-29;camping;44.0;3.0;29-mar-22;132.0
861;2022-03-04;vestimenta;21.0;2.0;04/03/2022;42.0
862;2022-01-31;vestimenta;34.0;2.0;31/01/2022;68.0
863;;vestimenta;47.0;2.0;04-ene-22;94.0
864;2022-05-11;vestimenta;3.0;3.0;11/05/2022;9.0
865;2022-05-25;electronica;34.0;4.0;25/05/2022;136.0
866;;electronica;11.0;4.0;25-abr-22;44.0
867;2022-03-09;electronica;12.0;2.0;09/03/2022;24.0
868;2022-03-21;electronica;46.0;5.0;21/03/2022;230.0
869;2022-03-25;alimento;9.0;3.0;25-mar-22;27.0
870;2022-04-13;alimento;5.0;4.0;13/04/2022;20.0
871;2022-01-01;alimento;26.0;5.0;01/01/2022;130.0
872;;alimento;26.0;3.0;03-abr-22;78.0
873;2022-04-13;alimento;51.0;3.0;13/04/2022;153.0
874;2022-01-29;hogar;28.0;3.0;29/01/2022;84.0
875;2022-05-09;hogar;2.0;2.0;09-may-22;4.0
876;2022-05-11;hogar;3.0;3.0;11/05/2022;9.0
877;2022-05-02;jardin;21.0;5.0;02/05/2022;105.0
878;2022-06-06;jardin;29.0;1.0;06-jun-22;29.0
879;2022-04-26;jardin;48.0;3.0;26/04/2022;144.0
880;2022-03-30;jardin;36.0;2.0;30/03/2022;72.0
881;2022-05-11;camping;30.0;3.0;11-may-22;90.0
882;2022-05-04;camping;47.0;2.0;04/05/2022;94.0
883;2022-04-08;camping;32.0;1.0;08/04/2022;32.0
884;;camping;16.0;3.0;14-ene-22;48.0
885;2022-01-22;vestimenta;48.0;1.0;22/01/2022;48.0
886;2022-03-14;vestimenta;16.0;3.0;14/03/2022;48.0
887;;vestimenta;6.0;2.0;16-ene-22;12.0
888;2022-05-09;vestimenta;28.0;4.0;09/05/2022;112.0
889;2022-01-18;electronica;28.0;3.0;18/01/2022;84.0
890;;electronica;16.0;3.0;18-abr-22;48.0
891;2022-03-21;electronica;24.0;5.0;21/03/2022;120.0
892;2022-05-20;electronica;48.0;2.0;20/05/2022;96.0
